avg_wheel_base,avg_length,avg_width,avg_height,avg_curb_weight,avg_engine_size,avg_bore,avg_stroke,avg_compression_ratio,avg_horsepower,avg_peak_rpm,avg_city_mpg,avg_highway_mpg,avg_price,_id.make,_id.fuel_type,_id.aspiration,_id.num_of_doors,_id.body_style,_id.drive_wheels,_id.engine_location,_id.engine_type,_id.num_of_cylinders,_id.fuel_system,target
99.4,176.6,66.4,54.3,2824.0,136.0,3.19,3.4,8.0,115.0,5500.0,18.0,22.0,17450.0,17,1,1,0,1,0,0,1,1,3,2.0
95.25,174.6,67.9,49.7,3105.0,181.0,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,17799.0,15,1,1,1,3,1,0,3,2,3,2.0
95.1,162.4,63.8,53.3,2008.0,97.0,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,8249.0,15,1,1,1,2,2,0,1,3,2,2.0
89.5,168.9,65.0,51.6,2756.0,194.0,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,33278.0,21,1,1,1,2,1,1,2,2,3,3.0
105.8,192.7,71.4,55.7,2954.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,18920.0,17,1,1,0,0,2,0,1,1,3,1.0
105.9,188.80000000000004,67.76666666666667,55.96666666666667,2933.0,141.0,3.78,3.15,9.5,114.0,5400.0,23.33333333333333,28.0,15256.666666666666,0,1,1,0,1,1,0,1,3,3,-1.6666666666666667
101.2,176.8,64.8,54.3,2395.0,108.0,3.5,2.8,8.8,101.0,5800.0,23.0,29.0,16430.0,7,1,1,1,1,1,0,1,3,3,2.0
94.5,155.9,63.6,52.0,1874.0,90.0,3.03,3.11,9.6,70.0,5400.0,38.0,43.0,6295.0,14,1,1,1,3,2,0,1,3,2,1.0
109.1,188.8,68.9,55.5,3012.0,173.0,3.58,2.87,8.8,134.0,5500.0,18.0,23.0,21485.0,0,1,1,0,1,1,0,3,2,3,-1.0
96.1,176.8,66.6,50.5,2460.0,132.0,3.46,3.9,8.7,68.0,5500.0,23.0,31.0,9895.0,9,1,1,1,3,2,0,1,3,3,2.0
91.3,170.7,67.9,49.7,3139.0,181.0,3.43,3.27,7.8,200.0,5200.0,17.0,23.0,19699.0,15,1,0,1,3,1,0,3,2,3,3.0
104.55,187.95,67.375,55.5,3138.75,186.5,3.465,3.29,8.5,151.5,4825.0,18.0,23.75,28327.5,7,1,1,0,1,1,0,1,2,3,0.25
100.4,184.6,66.5,56.1,3296.0,181.0,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,14399.0,15,1,1,0,0,2,0,3,2,3,0.0
103.3,174.6,64.6,59.8,2535.0,122.0,3.34,3.46,8.5,88.0,5000.0,24.0,30.0,8921.0,13,1,1,0,0,2,0,1,3,2,-1.0
96.9,173.6,65.4,54.9,2420.0,108.0,3.62,2.64,9.0,82.0,4800.0,23.0,29.0,8013.0,4,1,1,0,0,0,0,2,3,2,0.0
94.5,168.7,64.0,52.6,2300.0,98.0,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,9538.0,6,1,1,1,3,1,0,4,3,3,1.0
96.1,181.5,66.5,55.2,2579.0,132.0,3.46,3.9,8.7,68.0,5500.0,23.0,31.0,9295.0,9,1,1,0,0,2,0,1,3,3,0.0
104.5,187.8,66.5,54.1,3131.0,171.0,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,15690.0,6,1,1,0,1,1,0,4,2,3,-1.0
93.7,157.3,63.8,50.8,1876.0,90.0,2.97,3.23,9.405,68.0,5500.0,34.0,39.5,5974.5,13,1,1,1,3,2,0,1,3,2,1.0
95.4,169.98,65.62,50.16,2639.0,135.2,3.3920000000000003,3.686,7.220000000000001,130.6,5200.0,20.8,26.4,11927.0,16,1,0,1,3,2,0,1,3,4,2.6
107.5,188.80000000000004,68.3,55.73333333333333,3052.0,137.33333333333334,3.7266666666666666,3.15,8.566666666666666,145.33333333333334,5266.666666666667,18.33333333333333,24.0,20030.0,0,1,0,0,1,1,0,1,3,3,-1.3333333333333333
94.5,168.7,64.0,52.6,2204.0,98.0,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8238.0,6,1,1,1,3,1,0,1,3,2,1.0
99.8,176.6,66.2,54.3,2337.0,109.0,3.19,3.4,10.0,102.0,5500.0,24.0,30.0,13950.0,17,1,1,0,1,2,0,1,3,3,2.0
100.4,180.2,66.9,55.1,2661.0,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,24.0,13295.0,18,1,1,0,1,2,0,1,1,3,0.0
97.0,173.5,65.4,53.0,2455.0,108.0,3.62,2.64,9.0,94.0,5200.0,25.0,31.0,10198.0,4,1,1,0,0,2,0,2,3,3,0.0
93.7,157.3,63.8,50.8,2128.0,98.0,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,7957.0,10,1,0,1,3,2,0,1,3,4,1.0
102.4,175.6,66.5,54.9,2480.0,110.0,3.27,3.35,22.5,73.0,4500.0,30.0,33.0,10698.0,6,0,0,0,1,2,0,1,3,0,-1.0
89.5,168.9,65.0,51.6,2800.0,194.0,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,37028.0,21,1,1,1,4,1,1,2,2,3,3.0
96.3,172.4,65.4,51.6,2385.0,122.0,3.35,3.46,8.5,88.0,5000.0,25.0,32.0,7589.0,16,1,1,0,1,2,0,1,3,2,1.0
98.40000000000002,176.19999999999996,65.6,52.0,2585.0,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9762.333333333334,6,1,1,1,2,1,0,1,3,3,2.0
98.4,176.2,65.6,52.0,2632.5,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,10769.0,6,1,1,1,3,1,0,1,3,3,2.0
114.2,198.9,68.4,58.7,3457.5,152.0,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,15467.5,2,0,0,0,0,1,0,0,3,0,0.0
97.2,172.0,65.4,52.5,2167.5,108.0,3.62,2.64,9.5,82.0,4600.0,30.0,35.0,7450.5,4,1,1,0,1,2,0,2,3,2,0.0
94.5,165.7,64.0,51.4,2221.0,109.0,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,9980.0,18,1,1,1,3,2,0,1,3,3,3.0
97.3,171.7,65.5,55.7,2264.0,97.0,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,7995.0,18,0,1,0,1,2,0,1,3,0,2.0
98.85,175.95,66.2,55.400000000000006,2449.0,97.0,3.01,3.4,23.0,68.0,4500.0,35.0,40.0,11670.0,18,0,0,0,1,2,0,1,3,0,1.0
105.8,192.7,71.4,55.9,3086.0,131.0,3.13,3.4,8.3,140.0,5500.0,17.0,20.0,23875.0,17,1,0,0,1,2,0,1,1,3,1.0
104.9,175.0,66.1,54.4,2670.0,140.0,3.76,3.16,8.0,120.0,5000.0,19.0,27.0,18280.0,8,1,1,0,1,1,0,1,3,3,0.0
94.5,159.3,64.2,55.6,2254.0,109.0,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,11595.0,18,1,1,1,4,2,0,1,3,3,3.0
103.3,174.6,64.6,59.8,2535.0,122.0,3.35,3.46,8.5,88.0,5000.0,24.0,30.0,8921.0,10,1,1,0,0,2,0,1,3,2,-1.0
107.90000000000002,186.7,68.4,56.70000000000001,3056.6666666666665,120.0,3.4599999999999995,2.856666666666667,8.4,96.33333333333331,5000.0,19.0,24.0,14703.333333333334,2,1,1,0,1,1,0,0,3,3,0.0
93.7,167.3,63.8,50.8,2090.0,94.0,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,7150.5,10,1,1,0,1,2,0,1,3,2,1.0
